Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,264.180,7,0,68.687
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,2.880,1,0,1.411
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,41.904,6,0.2,14.143
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Storage,23.920,4,0,4.066
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,156.512,4,0.2,52.823
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,128.340,6,0,37.219
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,474.950,5,0,142.485
Standard Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,999.980,2,0,449.991
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,277.500,4,0.5,-188.700
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,1252.704,8,0.4,-480.203
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,110.970,5,0.4,-24.044
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,0.6,-10.174
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,1.892,1,0.6,-0.993
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,63.312,3,0.2,20.576
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,7.824,1,0.2,2.934
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,170.072,4,0.3,-12.148
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,62.820,9,0,29.525
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Paper,19.440,3,0,9.331
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Binders,7.380,1,0,3.616
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,38.880,6,0,18.662
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,187.760,4,0,76.982
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Binders,6.048,7,0.7,-4.234
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Appliances,98.352,3,0.2,9.835
First Class,Consumer,United States,Durham,North Carolina,27707,South,Furniture,Furnishings,335.744,2,0.2,25.181
Second Class,Corporate,United States,Santa Barbara,California,93101,West,Office Supplies,Paper,8.960,2,0,4.390
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Technology,Accessories,89.568,4,0.2,-1.120
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,71.960,5,0.2,7.196
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,15.552,3,0.2,5.443
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,10.430,5,0.8,-18.253
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,72.784,1,0.2,-18.196
Same Day,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,67.150,5,0,16.788
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Phones,549.980,2,0,142.995
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,11.820,3,0,4.728
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,4643.800,4,0,2229.024
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,577.764,2,0.1,115.553
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Furniture,Tables,191.516,1,0.45,-76.606
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Office Supplies,Art,2.624,1,0.2,0.426
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,1369.764,6,0.7,-913.176
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,294.368,4,0.2,-58.874
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Appliances,81.568,2,0.2,7.137
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,44.460,5,0.6,-17.784
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,314.088,3,0.2,19.631
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,6.336,4,0.7,-4.646
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Paper,10.480,1,0.2,3.799
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,2.469,1,0.7,-1.811
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,3.264,2,0.7,-2.285
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,4.344,3,0.2,0.869
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,31.776,3,0.6,-19.066
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,4.928,2,0.2,1.725
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,1.788,3,0.8,-3.040
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,15.072,4,0.2,-3.768
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,12.624,2,0.2,-2.525
Standard Class,Corporate,United States,Pasadena,California,91104,West,Office Supplies,Paper,185.880,6,0,83.646
Standard Class,Corporate,United States,Pasadena,California,91104,West,Office Supplies,Paper,12.960,2,0,6.221
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,189.700,10,0,91.056
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.990,1,0,20.085
Second Class,Home Office,United States,Troy,New York,12180,East,Furniture,Furnishings,82.640,2,0,7.438
Second Class,Home Office,United States,Troy,New York,12180,East,Office Supplies,Storage,31.020,2,0,8.065
Second Class,Home Office,United States,Troy,New York,12180,East,Technology,Accessories,89.970,3,0,37.787
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,35.970,3,0,9.712
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,1266.860,7,0,291.378
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,169.450,5,0,42.363
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,40.680,2,0,0.407
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Supplies,3.328,2,0.2,0.416
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Tables,933.262,4,0.45,-458.147
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,2803.920,5,0.2,0.000
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,4.768,2,0.2,-0.775
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,6.672,1,0.2,2.502
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,4.448,2,0.2,1.112
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,43.936,4,0.2,6.041
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,23.744,2,0.2,8.310
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,357.000,3,0,57.120
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,806.336,8,0.2,50.396
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,85.440,3,0,31.613
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,344.910,3,0,10.347
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Appliances,70.970,5,0.8,-191.619
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,36.784,2,0.2,3.678
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,743.988,2,0.4,-123.998
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,11.212,2,0.8,-16.818
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,4.712,2,0.6,-1.885
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,180.980,5,0.8,-470.548
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,60.416,2,0.2,6.042
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Copiers,299.990,1,0,89.997
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,192.160,4,0,92.237
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,242.624,8,0.2,27.295
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,46.740,3,0,11.685
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,174.950,5,0,12.247
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,100.704,6,0.2,37.764
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,368.910,9,0,180.766
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Binders,8.020,1,0,3.769
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Storage,171.040,4,0,44.470
Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Paper,19.440,3,0,9.331
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,13.092,4,0.7,-10.037
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,122.940,3,0,30.735
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,35.448,7,0.2,12.850
Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Phones,19.980,2,0,5.195
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables,69.375,1,0.5,-47.175
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Supplies,31.680,4,0.2,2.772
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Technology,Phones,2003.168,4,0.2,250.396
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,9.344,2,0.2,3.154
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,2563.056,8,0.1,313.262
Standard Class,Corporate,United States,El Cajon,California,92020,West,Furniture,Chairs,387.136,4,0.2,4.839
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,3.424,1,0.2,0.300
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Storage,1085.420,7,0,282.209
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,43.056,9,0.2,15.608
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,3.762,3,0.7,-2.759
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,34.860,2,0.7,-26.726
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Storage,432.456,3,0.2,32.434
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,675.060,3,0,87.758
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,65.232,3,0.2,22.016
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Chairs,207.000,3,0.2,25.875
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Machines,600.530,2,0.3,137.264
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Office Supplies,Art,59.904,2,0.2,14.227
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Accessories,637.440,8,0.2,135.456
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,51.756,3,0.6,-33.641
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Paper,31.104,6,0.2,10.886
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Art,47.960,5,0.2,4.197
Standard Class,Home Office,United States,Miami,Florida,33180,South,Technology,Accessories,158.928,7,0.2,41.719
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Appliances,211.248,6,0.2,15.844
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Supplies,5.552,2,0.2,-1.041
Standard Class,Home Office,United States,Miami,Florida,33180,South,Office Supplies,Labels,2.952,1,0.2,0.996
Standard Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Binders,10.332,3,0.7,-7.577
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,18.368,4,0.2,5.970
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,299.900,2,0,74.975
Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Envelopes,26.550,9,0,12.744
Standard Class,Corporate,United States,Arlington,Virginia,22204,South,Technology,Accessories,111.980,2,0,26.875
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Furnishings,4.928,2,0.2,0.739
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,11.784,3,0.2,4.272
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,7.980,3,0,2.075
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Envelopes,180.960,2,0,81.432
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,1649.950,5,0,659.980
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,362.352,3,0.2,45.294
Second Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,73.584,2,0.2,8.278
Standard Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Tables,486.368,4,0.2,36.478
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,32.400,5,0,15.552
